PROJECT NUMBER,BUILDING ID,PROJECT DESCRIPTION,SCHOOL NAME,SCHOOL ADDRESS,SED APPROVED ESTIMATE,DATE APPLICATION SUBMITTED TO SED,BOROUGH,POSTCODE,LATITUDE,LONGITUDE,COMMUNITY BOARD,COUNCIL DISTRICT,CENSUS TRACT,BIN,BBL,NTA
17LV,K153,Building System Improvement - Reconstruction of Electrical Systems,P.S. 153 - BROOKLYN,1970 HOMECREST AVENUE,414573,03/27/2020,BROOKLYN,11229,40.601617,-73.959779,315,48,556,3196677,3072910030,Homecrest
17LW,K159,Building System Improvement - Reconstruction of Electrical Systems,P.S. 159 - BROOKLYN,2781 PITKIN AVENUE,397356,03/27/2020,BROOKLYN,11208,40.675766,-73.869469,305,42,1200,3094735,3042160001,East New York
17LX,K184,Building System Improvement - Reconstruction of Electrical Systems,P.S. 184 - BROOKLYN,273 NEWPORT STREET,229561,03/27/2020,BROOKLYN,11212,40.659966,-73.904901,316,42,918,3082391,3036060001,Brownsville
17LY,K202,Building System Improvement - Reconstruction of Electrical Systems,P.S. 202 - BROOKLYN,982 HEGEMAN AVENUE,390600,03/27/2020,BROOKLYN,11208,40.666417,-73.876563,305,42,1116,3098664,3044770001,East New York
17LZ,K217,Building System Improvement - Reconstruction of Electrical Systems,P.S. 217 - BROOKLYN,1100 NEWKIRK AVENUE,401230,03/27/2020,BROOKLYN,11230,40.63398,-73.966558,314,40,526,3121072,3052320001,Flatbush
17M0,K218,Building System Improvement - Reconstruction of Electrical Systems,I.S. 218 - BROOKLYN,370 FOUNTAIN AVENUE,377148,03/27/2020,BROOKLYN,11208,40.670724,-73.874208,305,42,1118,3095977,3042780001,East New York
17M1,K241,Building System Improvement - Reconstruction of Electrical Systems,P.S. 241 - BROOKLYN,976 PRESIDENT STREET,114028,03/27/2020,BROOKLYN,11225,40.669339,-73.960675,309,35,213,3378160,3011880001,Crown Heights South
17M2,K249,Building System Improvement - Reconstruction of Electrical Systems,P.S. 249 - BROOKLYN,18 MARLBOROUGH ROAD,234410,03/27/2020,BROOKLYN,11226,40.64971,-73.966046,314,40,506,3116438,3050750001,Flatbush
17M3,K253,Building System Improvement - Reconstruction of Electrical Systems,P.S. 253 - BROOKLYN,601 OCEANVIEW AVENUE,486853,03/27/2020,BROOKLYN,11235,40.579607,-73.962071,313,48,364,3244470,3086660610,Brighton Beach
17M4,K383,Building System Improvement - Reconstruction of Electrical Systems,I.S. 383 - BROOKLYN,1300 GREENE AVENUE,672043,03/27/2020,BROOKLYN,11237,40.697781,-73.919777,304,37,431,3075413,3032980001,Bushwick North
17M5,K500,Building System Improvement - Reconstruction of Electrical Systems,HS FOR INNOVATION IN AD - BKLY,1600 ROCKAWAY PKWY,569497,03/27/2020,BROOKLYN,11236,40.641474,-73.898254,318,46,990,3230949,3082220001,Canarsie
17M6,M046,Building System Improvement - Reconstruction of Electrical Systems,P.S. 46 - MANHATTAN,2987 FREDERICK DOUGLASS BLVD,374109,03/27/2020,MANHATTAN,10039,40.83073,-73.936134,110,9,24302,1082090,1021060050,Central Harlem North-Polo Grounds
17M7,M136,Building System Improvement - Reconstruction of Electrical Systems,MOTT HALL HS - MANHATTAN,6 EDGECOMBE AVENUE,225104,03/27/2020,MANHATTAN,10030,40.817372,-73.947712,110,9,22102,1059460,1019600001,Central Harlem North-Polo Grounds
17M8,Q020,Building System Improvement - Reconstruction of Electrical Systems,P.S. 20 - QUEENS,142-30 BARCLAY AVENUE,324635,03/27/2020,QUEENS,11355,40.758689,-73.824832,407,20,855,4114657,4050470001,Flushing
17M9,Q145,Building System Improvement - Reconstruction of Electrical Systems,I.S. 145 - QUEENS,33-34 80 STREET,249083,03/27/2020,QUEENS,11372,40.754661,-73.887112,403,25,285,4442764,4012520001,Jackson Heights
17MA,Q160,Building System Improvement - Reconstruction of Electrical Systems,P.S. 160 - QUEENS,109-59 INWOOD STREET,463448,03/27/2020,QUEENS,11435,40.688103,-73.800415,412,28,196,4258143,4119420302,South Jamaica
17MB,Q223,Building System Improvement - Reconstruction of Electrical Systems,P.S. 223 - QUEENS,125-20 SUTPHIN BLVD,389907,03/27/2020,QUEENS,11434,40.674519,-73.789399,412,28,18401,4261713,4120510001,Baisley Park
17MC,Q269,Building System Improvement - Reconstruction of Electrical Systems,ELM TREE ELEMENTARY SCHOOL,86-37 53RD AVENUE,110875,03/27/2020,QUEENS,11373,40.735609,-73.878535,404,25,475,4064938,4028640036,Elmhurst
17MD,R061,Building System Improvement - Reconstruction of Electrical Systems,I.S. 61 - STATEN ISLAND,445 CASTLETON AVENUE,419386,03/27/2020,STATEN IS,10301,40.634009,-74.097826,501,49,67,5002227,5001000100,New Brighton-Silver Lake
17ME,X040,Building System Improvement - Reconstruction of Electrical Systems,P.S. 179 - BRONX,468 EAST 140 STREET,192300,03/27/2020,BRONX,10454,40.809534,-73.919903,201,8,39,2000308,2022840034,Mott Haven-Port Morris
17MF,X041,Building System Improvement - Reconstruction of Electrical Systems,P.S. 41 - BRONX,3352 OLINVILLE AVENUE,106021,03/27/2020,BRONX,10467,40.874313,-73.868157,212,12,374,2056898,2046240015,Williamsbridge-Olinville
17MG,X061,Building System Improvement - Reconstruction of Electrical Systems,P.S. 61 - BRONX,1550 CROTONA PARK EAST,126141,03/27/2020,BRONX,10460,40.836575,-73.892817,203,17,153,2009865,2029390045,Crotona Park East
17MH,X073,Building System Improvement - Reconstruction of Electrical Systems,P.S. 73 - BRONX,1020 ANDERSON AVENUE,255440,03/27/2020,BRONX,10452,40.832706,-73.926838,204,8,189,2003051,2025040082,Highbridge
17MI,X078,Building System Improvement - Reconstruction of Electrical Systems,P.S. 78 - BRONX,1400 NEEDHAM AVENUE,148756,03/27/2020,BRONX,10469,40.878577,-73.851163,212,12,386,2060191,2047190001,Eastchester-Edenwald-Baychester
17MJ,X161,Building System Improvement - Reconstruction of Electrical Systems,P.S. 161 - BRONX,628 TINTON AVENUE,309541,03/27/2020,BRONX,10455,40.814916,-73.905518,201,8,79,2004773,2026640029,Melrose South-Mott Haven North
17MK,K092,Building System Improvement - Emergency Lighting and Fire Safety Retrofits,P.S. 92 - BROOKLYN,601 PARKSIDE AVENUE,92524,03/27/2020,BROOKLYN,11226,40.656046,-73.953742,309,40,802,3115866,3050490055,Prospect Lefferts Gardens-Wingate
17ML,M440,Indoor Building Improvement,JAMES BALDWIN SCHOOL - MANHATT,351 WEST 18 STREET,276899,03/27/2020,MANHATTAN,10011,40.742867,-74.002136,104,3,89,1013096,1007420007,Hudson Yards-Chelsea-Flatiron-Union Square
17MM,M440,Building Envelope Improvement - Parapet Reconstruction,JAMES BALDWIN SCHOOL - MANHATT,351 WEST 18 STREET,5411681,03/27/2020,MANHATTAN,10011,40.742867,-74.002136,104,3,89,1013096,1007420007,Hudson Yards-Chelsea-Flatiron-Union Square
17MN,K120,Indoor Building Improvement - Conversion of Administrative Space into Classrooms,K368 SPED - BROOKLYN,18 BEAVER STREET,252177,03/27/2020,BROOKLYN,11206,40.700609,-73.93834,304,34,389,3071806,3031370026,Bushwick South
17MO,Q150,Architectural and Barrier Removal,P.S. 150 - QUEENS,40-01 43 AVENUE,63093,03/27/2020,QUEENS,11104,40.745537,-73.923776,402,26,18101,4002387,4001850001,Hunters Point-Sunnyside-West Maspeth
17MP,K090,Asbestos  abatement,P.S. 90 - BROOKLYN,2840 WEST 12 STREET,113648,03/27/2020,BROOKLYN,11224,40.578255,-73.979628,313,47,350,3196558,3072660040,West Brighton
17MQ,X493,Leased Facility Improvements,3K X000 - X - BRONX,1224 PROSPECT AVENUE,3635928,03/27/2020,BRONX,10459,40.826968,-73.898574,202,17,131,2128691,2026937502,Longwood
17MR,Q364,Leased Facility Improvements,3K Q000 - Q - QUEENS,75-01 BROADWAY,4308952,03/27/2020,QUEENS,11373,40.746172,-73.890208,404,25,267,4036730,4014860013,Elmhurst
17MT,Q363,Leased Facility Improvements,3K Q000 - Q - QUEENS,134-35 SPRINGFIELD BOULEVARD,2895202,03/27/2020,QUEENS,11413,40.679271,-73.753853,413,31,358,4279972,4130130039,Laurelton
17MU,R112,Leased Facility Improvements,3K R000 - R - STATEN ISLAND,375 TOMPKINS AVENUE,12221975,03/27/2020,STATEN IS,10305,40.616391,-74.074167,501,49,8,5042517,5028430001,Stapleton-Rosebank
17MV,R110,Leased Facility Improvements,3K R000 - R - STATEN ISLAND,1800 RICHMOND TERRACE,4308952,03/27/2020,STATEN IS,10310,40.637276,-74.125315,501,49,13302,5005372,5002000026,West New Brighton-New Brighton-St. George
17MW,R061,Building System Improvement - Emergency Lighting and Fire Safety Retrofits,I.S. 61 - STATEN ISLAND,445 CASTLETON AVENUE,25395,03/27/2020,STATEN IS,10301,40.634009,-74.097826,501,49,67,5002227,5001000100,New Brighton-Silver Lake
17MX,M166,Architectural and Barrier Removal,P.S. 166 - MANHATTAN,132 WEST 89 STREET,35000,03/27/2020,MANHATTAN,10024,40.788865,-73.971847,107,6,173,1032308,1012190047,Upper West Side
17MY,X040,Building System Improvement - Emergency Lighting and Fire Safety Retrofits,P.S. 179 - BRONX,468 EAST 140 STREET,33960,03/27/2020,BRONX,10454,40.809534,-73.919903,201,8,39,2000308,2022840034,Mott Haven-Port Morris
17MZ,X205,Asbestos  abatement,P.S. 205 - BRONX,2475 SOUTHERN BLVD,22308,03/27/2020,BRONX,10458,40.855263,-73.881139,206,15,393,2086808,2031150021,Belmont
17N0,R042,Building System Improvement - Emergency Lighting and Fire Safety Retrofits,P.S. 42 - STATEN ISLAND,380 GENESEE AVENUE,90657,03/27/2020,STATEN IS,10312,40.552523,-74.169464,503,51,17012,5074394,5056050001,Annadale-Huguenot-Prince's Bay-Eltingville
17N1,R831,Indoor Building Improvement - Reconstruction of piping and plumbing system.,P.S. 74 - STATEN ISLAND,211 DANIEL LOW TERRACE,112698,03/27/2020,STATEN IS,10301,40.639087,-74.079922,501,49,11,5000290,5000180006,West New Brighton-New Brighton-St. George
17N2,Q814,Building System Improvement - Emergency Lighting and Fire Safety Retrofits,P.S. 82 - QUEENS,108-43 SUTPHIN BLVD,24342,03/27/2020,QUEENS,11435,40.692182,-73.798509,412,28,254,4216040,4101410043,South Jamaica
17N3,Q169,Interior Modernizations,P.S. 169 - QUEENS,18-25 212 STREET,9011551,03/27/2020,QUEENS,11360,40.782298,-73.779099,407,19,99704,4131147,4058650050,Ft. Totten-Bay Terrace-Clearview
17N4,M136,Building System Improvement - Emergency Lighting and Fire Safety Retrofits,EAGLE ACADEMY FOR YOUNG MEN OF,6 EDGECOMBE AVENUE,116679,03/27/2020,MANHATTAN,10030,40.817372,-73.947712,110,9,22102,1059460,1019600001,Central Harlem North-Polo Grounds
17N5,X162,Building System Improvement - Emergency Lighting and Fire Safety Retrofits,HOSTOS-LINCOLN ACADEMY OF SCIE,600 ST ANNS AVENUE,68372,03/27/2020,BRONX,10455,40.815498,-73.91224,201,17,73,2004314,2026160001,Melrose South-Mott Haven North
17N6,M171,Building System Improvement - Emergency Lighting and Fire Safety Retrofits,P.S. 171 - MANHATTAN,19 EAST 103 STREET,83433,03/27/2020,MANHATTAN,10029,40.792122,-73.951961,111,8,168,1051497,1016090007,East Harlem South
17N7,K023,Building System Improvement - Emergency Lighting and Fire Safety Retrofits,P.S. 23 - BROOKLYN,545 WILLOUGHBY AVENUE,55973,03/27/2020,BROOKLYN,11206,40.69407,-73.94756,303,36,25901,3048818,3017590013,Bedford
17N8,Q213,Building System Improvement - Emergency Lighting and Fire Safety Retrofits,P.S. 213 - QUEENS,231-02 67 AVENUE,22540,03/27/2020,QUEENS,11364,40.747747,-73.745747,411,23,1377,4163698,4076770001,Oakland Gardens
17N9,K153,Building System Improvement - Emergency Lighting and Fire Safety Retrofits,P.S. 153 - BROOKLYN,1970 HOMECREST AVENUE,52248,03/27/2020,BROOKLYN,11229,40.601617,-73.959779,315,48,556,3196677,3072910030,Homecrest
17NA,K046,Building System Improvement - Emergency Lighting and Fire Safety Retrofits,P.S. 46 - BROOKLYN,100 CLERMONT AVENUE,37824,03/27/2020,BROOKLYN,11205,40.694633,-73.971165,302,35,187,3058088,3020450011,Fort Greene
17NB,M028,Asbestos  abatement,P.S. 28 - MANHATTAN,475 WEST 155 STREET,85695,03/27/2020,MANHATTAN,10032,40.831227,-73.942143,112,7,239,1076739,1021070026,Washington Heights South
17NC,K159,Building System Improvement - Emergency Lighting and Fire Safety Retrofits,P.S. 159 - BROOKLYN,2781 PITKIN AVENUE,43573,03/27/2020,BROOKLYN,11208,40.675766,-73.869469,305,42,1200,3094735,3042160001,East New York
17ND,Q164,Building System Improvement - Emergency Lighting and Fire Safety Retrofits,P.S. 164 - QUEENS,138-01 77 AVENUE,17604,03/27/2020,QUEENS,11367,40.720924,-73.823362,408,24,77902,4142980,4066060002,Kew Gardens Hills
17NE,X152,Emergency Stabilization,P.S. 152 - BRONX,1007 EVERGREEN AVENUE,539085,03/27/2020,BRONX,10472,40.824054,-73.880039,209,17,52,2023336,2037110001,Soundview-Bruckner
17NF,K045,Building System Improvement - Emergency Lighting and Fire Safety Retrofits,P.S. 45 - BROOKLYN,84 SCHAEFER STREET,71132,03/27/2020,BROOKLYN,11207,40.686746,-73.910693,304,37,401,3079428,3034270011,Bushwick South
17NG,M528,Building System Improvement - Heating Plant Upgrade,I.S. 528 - MANHATTAN,180 WADSWORTH AVENUE,182833,03/27/2020,MANHATTAN,10033,40.85051,-73.934485,112,10,271,1063928,1021640032,Washington Heights North
17NH,Q266,Building System Improvement - Heating Plant Upgrade,P.S./I.S. 266 - QUEENS,74-10 COMMONWEALTH BLVD,205860,03/27/2020,QUEENS,11426,40.746231,-73.727614,413,23,1567,4529900,4078700074,Bellerose
17NI,Q080,Building System Improvement - Emergency Lighting and Fire Safety Retrofits,P.S. 80 - QUEENS,171-05 137 AVENUE,70623,03/27/2020,QUEENS,11434,40.67282,-73.769252,412,28,33402,4270056,4124950166,Springfield Gardens North
17NJ,X059,Building System Improvement - Emergency Lighting and Fire Safety Retrofits,P.S. 59 - BRONX,2185 BATHGATE AVENUE,48837,03/27/2020,BRONX,10457,40.852774,-73.893524,206,15,395,2011538,2030490037,Claremont-Bathgate
17NK,M108,Emergency Stabilization,P.S. 108 - MANHATTAN,1615 MADISON AVENUE,39849,03/27/2020,MANHATTAN,10029,40.795146,-73.948368,111,8,17401,1051584,1016140021,East Harlem South
17NL,X060,Building System Improvement - Emergency Lighting and Fire Safety Retrofits,THE LONGWOOD ACADEMY OF DISCOV,888 REV. J.A. POLITE AVENUE,63110,03/27/2020,BRONX,10459,40.820403,-73.898912,202,17,87,2005348,2026960085,Longwood
17NM,Q223,Building System Improvement - Emergency Lighting and Fire Safety Retrofits,P.S. 223 - QUEENS,125-20 SUTPHIN BLVD,49989,03/27/2020,QUEENS,11434,40.674519,-73.789399,412,28,18401,4261713,4120510001,Baisley Park
17NN,K335,Building System Improvement - Emergency Lighting and Fire Safety Retrofits,P.S. 335 - BROOKLYN,130 ROCHESTER AVENUE,45078,03/27/2020,BROOKLYN,11213,40.674656,-73.927794,308,36,307,3035887,3013550023,Crown Heights North
17NO,Q151,Building System Improvement - Emergency Lighting and Fire Safety Retrofits,P.S. 151 - QUEENS,50-05 31 AVENUE,56694,03/27/2020,QUEENS,11377,40.757499,-73.908898,401,22,163,4014094,4007520001,Astoria
17NP,K299,Building System Improvement - Emergency Lighting and Fire Safety Retrofits,P.S. 299 - BROOKLYN,88 WOODBINE STREET,49268,03/27/2020,BROOKLYN,11221,40.691077,-73.918152,304,34,399,3076734,3033580001,Bushwick South
17NQ,K154,Asbestos  abatement,P.S. 154 - BROOKLYN,1625 11TH AVENUE,502948,03/27/2020,BROOKLYN,11215,40.657472,-73.97618,307,39,171,3121871,3052570001,Windsor Terrace
17NR,X074,Asbestos  abatement,I.S. 424 - BRONX,730 BRYANT AVENUE,27482,03/27/2020,BRONX,10474,40.815455,-73.88577,202,17,117,2006566,2027630279,Hunts Point
17NT,K249,Building System Improvement - Emergency Lighting and Fire Safety Retrofits,P.S. 249 - BROOKLYN,18 MARLBOROUGH ROAD,72126,03/27/2020,BROOKLYN,11226,40.64971,-73.966046,314,40,506,3116438,3050750001,Flatbush
17NU,K317,"Emergency, Unspecified",P.S. 133 - BROOKLYN,610 BALTIC STREET,525920,03/27/2020,BROOKLYN,11217,40.680428,-73.980491,306,39,12901,3413716,3009400111,Park Slope-Gowanus
17NV,M046,Building System Improvement - Emergency Lighting and Fire Safety Retrofits,P.S. 46 - MANHATTAN,2987 FREDERICK DOUGLASS BLVD,64613,03/27/2020,MANHATTAN,10039,40.83073,-73.936134,110,9,24302,1082090,1021060050,Central Harlem North-Polo Grounds
17NW,K043,Emergency Stabilization,I.S. 98 - BROOKLYN,1401 EMMONS AVENUE,18032,03/27/2020,BROOKLYN,11235,40.583125,-73.954037,315,48,608,3246958,3087670026,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
17NX,K056,Building System Improvement - Reconstruction of Electrical Systems,P.S. 56 - BROOKLYN,170 GATES AVENUE,233570,03/27/2020,BROOKLYN,11238,40.68505,-73.960659,302,35,231,3056874,3019830010,Clinton Hill
17NY,Q056,Building System Improvement - Reconstruction of Electrical Systems,P.S. 56 - QUEENS,86-10 114 STREET,373173,03/27/2020,QUEENS,11418,40.69919,-73.835299,409,32,130,4192689,4092260057,Richmond Hill
17NZ,Q084,Building System Improvement - Reconstruction of Electrical Systems,P.S. 84 - QUEENS,22-45 41 STREET,315372,03/27/2020,QUEENS,11105,40.771512,-73.90633,401,22,119,4015334,4007940017,Steinway
17O0,Q153,Building System Improvement - Reconstruction of Electrical Systems,P.S. 153 - QUEENS,60-02 60 LANE,353008,03/27/2020,QUEENS,11378,40.716609,-73.903669,405,30,599,4060987,4027320018,Maspeth
17O1,Q184,Building System Improvement - Reconstruction of Electrical Systems,P.S. 184 - QUEENS,163-15 21 ROAD,65831,03/27/2020,QUEENS,11357,40.778095,-73.800163,407,19,1017,4129072,4057560001,Ft. Totten-Bay Terrace-Clearview
17O2,Q227,Building System Improvement - Reconstruction of Electrical Systems,I.S. 227 - QUEENS,32-02 JUNCTION BLVD,469296,03/27/2020,QUEENS,11369,40.758408,-73.874472,403,21,353,4034891,4014230001,East Elmhurst
17O3,K293,Asbestos  abatement,DIGITAL ARTS AND CINEMA TECHNO,284 BALTIC STREET,109656,03/27/2020,BROOKLYN,11201,40.685419,-73.993351,306,33,69,3006401,3004020001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
17O4,R054,Asbestos  abatement,P.S. 54 - STATEN ISLAND,1060 WILLOWBROOK RD,153911,03/27/2020,STATEN IS,10314,40.603232,-74.137981,502,50,27302,5034476,5019870104,New Springville-Bloomfield-Travis
17O5,K150,Lead Paint Abatement,P.S. 150 - BROOKLYN,364 SACKMAN STREET,42900,03/27/2020,BROOKLYN,11212,40.66896,-73.904726,316,41,908,3084012,3037440009,Brownsville
17O6,M042,Lead Paint Abatement,P.S. 42 - MANHATTAN,71 HESTER STREET,25697,03/27/2020,MANHATTAN,10002,40.715905,-73.990895,103,1,16,1003998,1003090001,Chinatown
17O7,Q026,Lead Paint Abatement,P.S. 26 - QUEENS,195-02 69 AVENUE,24004,03/27/2020,QUEENS,11365,40.736922,-73.77799,408,23,1347,4153296,4071170421,Fresh Meadows-Utopia
17O8,X161,Lead Paint Abatement,P.S. 161 - BRONX,628 TINTON AVENUE,33659,03/27/2020,BRONX,10455,40.814916,-73.905518,201,8,79,2004773,2026640029,Melrose South-Mott Haven North
17O9,R848,Building System Improvement - Reconstruction of Electrical Systems,P.S. 42 - STATEN ISLAND,25 AUGUSTA AVENUE,173333,03/27/2020,STATEN IS,10312,40.551882,-74.168869,503,51,17012,5130512,5056050001,Annadale-Huguenot-Prince's Bay-Eltingville
17OA,X229,Asbestos  abatement,THE NEW AMERICAN ACADEMY AT RO,275 HARLEM RIVER PARK BRIDGE,173868,03/27/2020,BRONX,10453,40.852536,-73.921467,205,16,53,2009253,2028820130,University Heights-Morris Heights
17OB,X192,Asbestos  abatement,I.S. 371 - BRONX,650 HOLLYWOOD AVENUE,23473,03/27/2020,BRONX,10465,40.826526,-73.818417,210,13,158,2077130,2054380001,Schuylerville-Throgs Neck-Edgewater Park
17OC,Q153,Building System Improvement - Emergency Lighting and Fire Safety Retrofits,P.S. 153 - QUEENS,60-02 60 LANE,82940,03/27/2020,QUEENS,11378,40.716609,-73.903669,405,30,599,4060987,4027320018,Maspeth
17OD,K035,Lead Paint Abatement,I.S. 35 - BROOKLYN,272 MACDONOUGH STREET,27122,03/27/2020,BROOKLYN,11233,40.681896,-73.935963,303,36,273,3047054,3016740011,Stuyvesant Heights
17OE,X061,Building System Improvement - Emergency Lighting and Fire Safety Retrofits,P.S. 61 - BRONX,1550 CROTONA PARK EAST,69641,03/27/2020,BRONX,10460,40.836575,-73.892817,203,17,153,2009865,2029390045,Crotona Park East
17OF,X430,Emergency Stabilization,M.S./H.S. 342 - BRONX,2780 RESERVOIR AVENUE,18858,03/27/2020,BRONX,10468,40.870293,-73.898309,207,11,409,2015241,2032470070,Van Cortlandt Village
17OG,K003,Lead Paint Abatement,P.S. 3 - BROOKLYN,50 JEFFERSON AVENUE,23141,03/27/2020,BROOKLYN,11216,40.682663,-73.955338,303,36,227,3057406,3019980001,Clinton Hill
17OH,K039,Lead Paint Abatement,P.S. 39 - BROOKLYN,417 6TH AVENUE,23141,03/27/2020,BROOKLYN,11215,40.668916,-73.983195,306,39,153,3021932,3010000001,Park Slope-Gowanus
17OI,K040,Lead Paint Abatement,P.S. 40 - BROOKLYN,265 RALPH AVENUE,23141,03/27/2020,BROOKLYN,11233,40.680463,-73.922264,303,41,379,3041214,3015180001,Stuyvesant Heights
17OJ,K041,Lead Paint Abatement,P.S. 41 - BROOKLYN,411 THATFORD AVENUE,23141,03/27/2020,BROOKLYN,11212,40.660306,-73.907355,316,42,918,3082389,3036040001,Brownsville
17OK,K190,Lead Paint Abatement,P.S. 190 - BROOKLYN,590 SHEFFIELD AVENUE,23141,03/27/2020,BROOKLYN,11207,40.662326,-73.894441,305,42,1128,3085491,3038380018,East New York (Pennsylvania Ave)
17OL,K262,Lead Paint Abatement,P.S. 262 - BROOKLYN,500 MACON STREET,23141,03/27/2020,BROOKLYN,11233,40.683241,-73.930813,303,36,297,3046876,3016710019,Crown Heights North
17OM,K284,Lead Paint Abatement,P.S. 284 - BROOKLYN,213 OSBORN STREET,23141,03/27/2020,BROOKLYN,11212,40.667377,-73.908214,316,41,912,3081460,3035440135,Brownsville
17ON,K296,Lead Paint Abatement,I.S. 562 - BROOKLYN,125 COVERT STREET,24943,03/27/2020,BROOKLYN,11207,40.688387,-73.910276,304,37,413,3079027,3034160001,Bushwick South
17OO,K321,Lead Paint Abatement,P.S. 321 - BROOKLYN,180 7TH AVENUE,23741,03/27/2020,BROOKLYN,11215,40.67146,-73.977783,306,39,155,3337516,3009710028,Park Slope-Gowanus
17OP,K396,Lead Paint Abatement,K396 SPED - BROOKLYN,110 CHESTER STREET,24943,03/27/2020,BROOKLYN,11212,40.668856,-73.911499,316,41,924,3081032,3035200008,Brownsville
17OQ,K834,Lead Paint Abatement,P.S. 418 - BROOKLYN,512 CARROLL STREET,24869,03/27/2020,BROOKLYN,11215,40.676668,-73.985258,306,39,119,3007707,3004550001,Park Slope-Gowanus
17OR,Q134,Asbestos  abatement,P.S. 134 - QUEENS,203-02 109TH AVENUE,273291,03/27/2020,QUEENS,11412,40.70799,-73.755269,412,27,508,4440330,4109060001,Hollis
17OT,R848,Building System Improvement - Emergency Lighting and Fire Safety Retrofits,P.S. 42 - STATEN ISLAND,25 AUGUSTA AVENUE,74128,03/27/2020,STATEN IS,10312,40.551882,-74.168869,503,51,17012,5130512,5056050001,Annadale-Huguenot-Prince's Bay-Eltingville
17OU,K490,Emergency Stabilization,FORT HAMILTON HS - K,8301 SHORE ROAD,248729,03/27/2020,BROOKLYN,11209,40.627898,-74.039985,310,43,46,3152318,3060130001,Bay Ridge
17OV,K176,Asbestos  abatement,P.S. 176 - BROOKLYN,1225 69 STREET,44893,03/27/2020,BROOKLYN,11219,40.624611,-74.005378,310,43,196,3143190,3057740001,Dyker Heights
